Version,ResponseTimestamp (ServiceDelivery),ProducerRef,ResponseTimestamp (VehicleMonitoringDelivery),RequestMessageRef,ValidUntil,ShortestPossibleCycle,RecordedAtTime,ItemIdentifier,ValidUntilTime,LineRef,DirectionRef,DataFrameRef,DatedVehicleJourneyRef,PublishedLineName,OperatorRef,OriginRef,OriginName,DestinationRef,DestinationName,OriginAimedDepartureTime,Longitude,Latitude,Bearing,VehicleRef,BlockRef,DriverRef
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T16:44:56+00:00,8cd918c6-65bc-48e0-93aa-46e20ee2bcaa,2026-07-16T19:04:01.897000+00:00,300,outbound,2026-07-16,4123,300,OXBC,340000418PR,Oxford__Redbridge_Park_and_Ride,340000420PR,Oxford__Pear_Tree_Park_and_Ride,2026-07-16T16:12:00+00:00,-1.282013,51.793878,135.0,80748,13260,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:21+00:00,9cc867e1-80a5-483f-828a-1e9bf58713f4,2026-07-16T19:04:01.897000+00:00,X3,outbound,2026-07-16,4083,X3,OXBC,340001328OPA,Barton__Atkinson_Close,340000418PR,Oxford__Redbridge_Park_and_Ride,2026-07-16T18:00:00+00:00,-1.202417,51.730156,-,80677,12677,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:48+00:00,22b24c83-bf41-40c0-9b40-5ab05918ee11,2026-07-16T19:04:01.897000+00:00,X1,outbound,2026-07-16,4057,X1,OXBC,340000006R3,Oxford_City_Centre__Railway_Station,340000789MPB,Wantage__Market_Place,2026-07-16T18:30:00+00:00,-1.275113,51.691687,282.0,80659,13024,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:50+00:00,886231d9-ae91-4070-ba34-028c44f3a5b4,2026-07-16T19:04:01.897000+00:00,8,inbound,2026-07-16,4114,8,OXBC,340000015FOX,Barton__Edgecombe_Road,340002072E2,Oxford_City_Centre__Westgate,2026-07-16T18:40:00+00:00,-1.217089,51.75828,241.0,80747,14059,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T17:31:51+00:00,a1858c57-2464-43d1-a9d0-908c3cb5e389,2026-07-16T19:04:01.897000+00:00,X34,outbound,2026-07-16,4097,X34,THTR,340001385SOU,Didcot__Haydon_Road,340000369FAC,Harwell_Campus__Becquerel_Avenue_Terminus,2026-07-16T17:05:00+00:00,-1.310158,51.599391,-,80905,1872,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T17:24:44+00:00,4d8881ff-5132-42f7-a0d9-0ad4f17929d1,2026-07-16T19:04:01.897000+00:00,CS1,anticlockwise,2026-07-16,1730,CS1,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000006R6,Oxford_City_Centre__Railway_Station,2026-07-16T16:30:00+00:00,-1.269864,51.753394,-,80295,14353,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T17:39:15+00:00,5acd5cab-5d28-46cd-8c74-d8a3fde6fd26,2026-07-16T19:04:01.897000+00:00,127,outbound,2026-07-16,4023,127,CSLB,036006009010,Maidenhead_Town_Centre__Frascati_Way,035091100003,Twyford__Waitrose,2026-07-16T17:05:00+00:00,-0.829465,51.499169,59.0,80529,101037,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T17:47:04+00:00,d554bc06-ef7e-4438-a643-5d36cdffb921,2026-07-16T19:04:01.897000+00:00,X32,outbound,2026-07-16,4073,X32,THTR,340000008JR2,John_Radcliffe_Hospital__JR_Hospital_Main_Entrance,340000176ST3,Didcot__Parkway_Station,2026-07-16T16:33:00+00:00,-1.242035,51.6106,-,80922,8254,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:31:22+00:00,86012643-ca6f-46ce-a4f6-48d875d0c357,2026-07-16T19:04:01.897000+00:00,X2,inbound,2026-07-16,4094,X2,THTR,340003334SRN,Didcot__Orchard_Centre,340000248NOR,Abingdon__Peachcroft_Roundabout,2026-07-16T17:39:00+00:00,-1.271123,51.688978,-,80979,8190,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:47:09+00:00,bc86f016-b40f-4ed3-8b5e-b73464c76cdc,2026-07-16T19:04:01.897000+00:00,33,outbound,2026-07-16,4067,33,THTR,340000078HS,Abingdon_Town_Centre__High_Street,340000963MB,Wallingford__Market_Place,2026-07-16T17:43:00+00:00,-1.247469,51.612256,-,80969,2114,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T17:51:56+00:00,9b001d81-464c-41eb-8660-11fb78f7c012,2026-07-16T19:04:01.897000+00:00,ST1,inbound,2026-07-16,4037,ST1,THTR,340000369FAC,Harwell_Campus__Becquerel_Avenue_Terminus,340002012CS,Oxford_City_Centre__Wadham_College,2026-07-16T16:50:00+00:00,-1.254721,51.75538,-,80908,450036,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:52+00:00,cd234484-722d-4998-88c1-00842768463a,2026-07-16T19:04:01.897000+00:00,850,inbound,2026-07-16,4088,850,CSLB,039028170001,Reading_Town_Centre__Friar_Street,040000002959,High_Wycombe__High_Wycombe_BusStn,2026-07-16T17:45:00+00:00,-0.767436,51.578249,46.0,80826,450191,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:37+00:00,c3f85d26-c2f2-434e-81cb-25b8235b792e,2026-07-16T19:04:01.897000+00:00,X15,inbound,2026-07-16,4060,X15,OXBC,340001968MOO,Witney__Moorland_Road,340004132SWE,Abingdon_Town_Centre__Stratton_Way,2026-07-16T18:33:00+00:00,-1.426902,51.725083,224.0,80632,14299,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:39+00:00,291389d3-11be-4938-909f-b9254397dacd,2026-07-16T19:04:01.897000+00:00,500,outbound,2026-07-16,4149,500,OXBC,340001259OPP,Cowley__Car_Factory_Gate,340002072E5,Oxford_City_Centre__Westgate,2026-07-16T19:01:00+00:00,-1.195651,51.726718,317.0,80296,13061,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T17:48:41+00:00,605bfbad-f4b8-4192-8297-1cfb6b31f4bd,2026-07-16T19:04:01.897000+00:00,10,outbound,2026-07-16,4023,10,CSLB,036006218220,Windsor_Town_Centre__Windsor_Castle,40004402126E,Staines__Elmsleigh_Bus_Station,2026-07-16T17:10:00+00:00,-0.509551,51.432351,342.0,80455,80202,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:48+00:00,906ac486-149b-405a-ada8-d345668845cf,2026-07-16T19:04:01.897000+00:00,OXF,inbound,2026-07-16,7084,OXF,OXBC,4400CY0361,Gatwick_Airport__South_Terminal_Coach_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-16T16:20:00+00:00,-1.209793,51.760452,244.0,80033,14103,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:46+00:00,4fbf2889-3cf6-4e98-b9b5-b601be7bf859,2026-07-16T19:04:01.897000+00:00,X3,inbound,2026-07-16,4086,X3,OXBC,340000078HS,Abingdon_Town_Centre__High_Street,340001330RBT,Barton__Underhill_Circus,2026-07-16T17:55:00+00:00,-1.218922,51.762912,-,80681,13037,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:46+00:00,40ac93d4-a403-4cfb-a21a-16d8ef346eb6,2026-07-16T19:04:01.897000+00:00,101,inbound,2026-07-16,4184,101,CSLB,490005185N,Uxbridge__York_Road__UB8_,040000002153,Amersham__Amersham_Station,2026-07-16T18:35:00+00:00,-0.568469,51.607326,111.0,80401,100973,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:48+00:00,34c75053-9d21-4311-9105-1b6a3f0dc7e1,2026-07-16T19:04:01.897000+00:00,X40,inbound,2026-07-16,4592,X40,THTR,039028140003,Reading_Town_Centre__Station_Road,340002072E1,Oxford_City_Centre__Westgate,2026-07-16T19:15:00+00:00,-0.972077,51.457772,-,80993,1769,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T15:30:59+00:00,30e16593-5e15-4f51-bb88-3faaba2c03d4,2026-07-16T19:04:01.897000+00:00,607,inbound,2026-07-16,4002,607,CSLB,040000002442,Chalfont_St_Peter__Chalfonts_Community_College,03700371,Britwell__Lidl,2026-07-16T14:15:00+00:00,-0.616135,51.526519,-,80226,80365,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:53+00:00,a186aebc-64e0-4c0a-abaf-148f0e10dc67,2026-07-16T19:04:01.897000+00:00,X2,outbound,2026-07-16,4087,X2,THTR,340002072E4,Oxford_City_Centre__Westgate,340003334SRS,Didcot__Orchard_Centre,2026-07-16T18:05:00+00:00,-1.302792,51.622278,62.0,80910,450156,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:07:32+00:00,f7471921-25bf-4e5e-aec5-bf1dcd6fd8ed,2026-07-16T19:04:01.897000+00:00,X52,inbound,2026-07-16,4012,X52,PULH,34000000008,Oxford_City_Centre__Gloucester_Green_Bus_Station,1600GLA06133,Cheltenham__Royal_Well_Bus_Station,2026-07-16T16:10:00+00:00,-2.079238,51.899144,236.0,80797,50503,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T17:50:31+00:00,55afffaf-10bb-43ce-a5a2-562f1ecd446c,2026-07-16T19:04:01.897000+00:00,OXF,inbound,2026-07-16,7070,OXF,OXBC,490008016CS,Heathrow_Airport__Heathrow_Central_Bus_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-16T15:55:00+00:00,-1.262441,51.753903,-,80029,11581,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:47+00:00,bb4d44e2-df10-42b0-b014-8ac06ecbcf40,2026-07-16T19:04:01.897000+00:00,X2,inbound,2026-07-16,4100,X2,THTR,340003334SRN,Didcot__Orchard_Centre,340002072E4,Oxford_City_Centre__Westgate,2026-07-16T18:45:00+00:00,-1.293131,51.621643,256.0,80684,450053,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T09:01:26+00:00,5c48361e-0765-4fae-ab0a-0925dd766ce3,2026-07-16T19:04:01.897000+00:00,40,outbound,2026-07-16,4011,40,PULH,1600GL4674,Tewkesbury__The_Crescent,160000776,Natton__Aspen_Close,2026-07-16T08:45:00+00:00,-2.10893,51.99824,-,80571,50663,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:53:11+00:00,44ef9bef-468d-4f17-a25d-5d94820a35ec,2026-07-16T19:04:01.897000+00:00,3A,outbound,2026-07-16,4197,3A,OXBC,340000006R6,Oxford_City_Centre__Railway_Station,340000340KAS,Littlemore__Kassam_Stadium,2026-07-16T18:20:00+00:00,-1.209813,51.715928,119.0,80753,13825,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:40:57+00:00,a8b50018-0d74-461a-b066-c3f0bb890c48,2026-07-16T19:04:01.897000+00:00,802,outbound,2026-07-16,4035,802,PULH,160000214,Bourton_on_the_Water__Pulhams_Bus_Depot,160000214,Bourton_on_the_Water__Pulhams_Bus_Depot,2026-07-16T18:02:00+00:00,-1.759836,51.892911,-,80532,50443,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:46+00:00,381c3c41-a30e-4d85-8534-e83b565f6608,2026-07-16T19:04:01.897000+00:00,X34,outbound,2026-07-16,4109,X34,THTR,340001385SOU,Didcot__Haydon_Road,340002014TCS,Great_Western_Park__ASDA,2026-07-16T18:50:00+00:00,-1.249076,51.612699,294.0,80906,450116,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:39+00:00,f01fc733-94fd-4872-959f-7f1ada8316c3,2026-07-16T19:04:01.897000+00:00,5A,inbound,2026-07-16,4084,5A,OXBC,340001235OPP,Minchery_Farm__Carpenter_Close,340001989S1,Oxford_City_Centre__Speedwell_Street,2026-07-16T18:50:00+00:00,-1.213686,51.734682,283.0,80770,13840,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:21:31+00:00,adf2ae39-1b1b-481f-bdfe-61c4814646ce,2026-07-16T19:04:01.897000+00:00,30,outbound,2026-07-16,4075,30,CSLB,040000002964,High_Wycombe__High_Wycombe_BusStn,040000002964,High_Wycombe__High_Wycombe_BusStn,2026-07-16T17:50:00+00:00,-0.756361,51.631508,-,80406,101052,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:39+00:00,744edba6-acfe-4281-bde9-29ff51af0e81,2026-07-16T19:04:01.897000+00:00,OXF,inbound,2026-07-16,7086,OXF,OXBC,490008016CS,Heathrow_Airport__Heathrow_Central_Bus_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-16T17:55:00+00:00,-0.975141,51.685172,324.0,80030,14164,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:42+00:00,2b363a48-1dbf-44b5-8481-c1c222bd583e,2026-07-16T19:04:01.897000+00:00,X3,outbound,2026-07-16,4087,X3,OXBC,340001328OPA,Barton__Atkinson_Close,340000078HS,Abingdon_Town_Centre__High_Street,2026-07-16T18:50:00+00:00,-1.216503,51.771954,300.0,80631,14235,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T16:12:29+00:00,a5852f99-5919-4443-b076-2e4380df379a,2026-07-16T19:04:01.897000+00:00,OXF,inbound,2026-07-16,7058,OXF,OXBC,4400CY0361,Gatwick_Airport__South_Terminal_Coach_Station,34000000005,Oxford_City_Centre__Gloucester_Green_Bus_Station,2026-07-16T13:10:00+00:00,-1.26242,51.753984,-,80028,13671,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:53+00:00,1a2c8031-583e-401a-8ff3-d9bd0c1a71d7,2026-07-16T19:04:01.897000+00:00,1,inbound,2026-07-16,4114,1,CSLB,210021413007,Hemel_Hempstead__Marlowes,040000002956,High_Wycombe__High_Wycombe_BusStn,2026-07-16T18:30:00+00:00,-0.613534,51.706478,119.0,80601,100888,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:50:22+00:00,ff6c82fb-baec-4baa-adea-1193fefdc866,2026-07-16T19:04:01.897000+00:00,31,outbound,2026-07-16,4053,31,CSLB,040000002955,High_Wycombe__High_Wycombe_BusStn,040000003961,Penn__The_Pond,2026-07-16T18:20:00+00:00,-0.6918,51.63502,110.0,80407,101079,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:38+00:00,8b4c212f-1271-4a66-b370-1a16c0697303,2026-07-16T19:04:01.897000+00:00,15,inbound,2026-07-16,4108,15,OXBC,340001332OUT,Wood_Farm__Atkyns_Road_Shops,340001993P2,Oxford_City_Centre__Police_Station,2026-07-16T18:45:00+00:00,-1.212068,51.752595,-,80785,14071,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:52:38+00:00,adf788f3-6c7c-4c38-8ffb-619e73280cdc,2026-07-16T19:04:01.897000+00:00,11,outbound,2026-07-16,4021,11,OXBC,340002074G4,Oxford_City_Centre__St_Aldates,340000799LIB,Watlington__Library,2026-07-16T17:45:00+00:00,-1.006398,51.645633,-,80702,13047,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:48+00:00,dedeb602-f5e4-41ad-9279-0ab33d4cf164,2026-07-16T19:04:01.897000+00:00,BV1,outbound,2026-07-16,4049,BV1,OXBC,340000117STN,Bicester__Bicester_North_Railway_Station,340000117STN,Bicester__Bicester_North_Railway_Station,2026-07-16T19:05:00+00:00,-1.150587,51.903555,-,80491,13667,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:40+00:00,26c03d72-ed71-4650-8cb3-f781ab149e6a,2026-07-16T19:04:01.897000+00:00,5A,outbound,2026-07-16,4079,5A,OXBC,340001989S2,Oxford_City_Centre__Speedwell_Street,340001235OPP,Minchery_Farm__Carpenter_Close,2026-07-16T18:50:00+00:00,-1.251671,51.752859,-,80712,14247,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:44+00:00,a7197187-041c-487e-a71b-36dc2628705f,2026-07-16T19:04:01.897000+00:00,850,outbound,2026-07-16,4093,850,CSLB,040000002959,High_Wycombe__High_Wycombe_BusStn,039028170001,Reading_Town_Centre__Friar_Street,2026-07-16T17:50:00+00:00,-0.926937,51.457738,251.0,80227,100811,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:42+00:00,ddb20d33-2ec6-4d92-ad71-abcbbf1487fc,2026-07-16T19:04:01.897000+00:00,102,outbound,2026-07-16,4191,102,CSLB,040000000441,High_Wycombe__High_Wycombe_BusStn,490008016S,Heathrow_Airport__Heathrow_Central_Bus_Station,2026-07-16T17:45:00+00:00,-0.449321,51.522069,238.0,80608,100976,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:06:01+00:00,7bc88a0b-8650-4ca3-b411-a760cc662cd0,2026-07-16T19:04:01.897000+00:00,X2,inbound,2026-07-16,4090,X2,THTR,340003334SRN,Didcot__Orchard_Centre,340002072E4,Oxford_City_Centre__Westgate,2026-07-16T16:59:00+00:00,-1.261333,51.751129,-,80685,8335,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T14:04:32+00:00,3d395c05-73cd-4fdb-8e30-ecedd99d9f29,2026-07-16T19:04:01.897000+00:00,ST1,outbound,2026-07-16,4026,ST1,THTR,340002012BRN,Oxford_City_Centre__Broad_Street,340000369FAC,Harwell_Campus__Becquerel_Avenue_Terminus,2026-07-16T13:05:00+00:00,-1.31017,51.57718,-,80603,1927,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:06:30+00:00,9c64ca40-e897-4409-88f5-20eec961b2fe,2026-07-16T19:04:01.897000+00:00,33,outbound,2026-07-16,4093,33,CSLB,040000003437,Desborough_Castle__Whitelands_Road,040000003160,Totteridge__Tyzack_Road,2026-07-16T17:45:00+00:00,-0.756597,51.631339,-,80513,450149,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:23:53+00:00,05e24eec-cc36-4b53-a819-5402ea91a09c,2026-07-16T19:04:01.897000+00:00,700,outbound,2026-07-16,4149,700,OXBC,340001230ERB,Blackbird_Leys__Sandy_Lane_West,340001345BRC,Kidlington__Churchill_Road,2026-07-16T17:05:00+00:00,-1.283431,51.818308,-,80758,11868,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:20:54+00:00,38c2d2ab-1159-49de-9735-636b4e987cfe,2026-07-16T19:04:01.897000+00:00,8,outbound,2026-07-16,4101,8,OXBC,340002072E2,Oxford_City_Centre__Westgate,340001292OPC,Barton__Bayswater_Road_Church,2026-07-16T17:40:00+00:00,-1.194554,51.756667,187.0,80781,13998,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:50+00:00,27b43a64-a7a8-47f5-b205-5750c94cf449,2026-07-16T19:04:01.897000+00:00,35,inbound,2026-07-16,4086,35,OXBC,340000078HS,Abingdon_Town_Centre__High_Street,340002072E3,Oxford_City_Centre__Westgate,2026-07-16T18:43:00+00:00,-1.271607,51.675918,66.0,80415,14035,-
2.0,2026-07-16T18:59:01.897000+00:00,DepartmentForTransport,2026-07-16T18:59:01.897000+00:00,fea5fa9e-b112-4a3b-81f1-2a50792154a4,2026-07-16T19:04:01.897000+00:00,PT5S,2026-07-16T18:58:36+00:00,0359dfaa-9520-4765-8ffa-20a929895958,2026-07-16T19:04:01.897000+00:00,99,outbound,2026-07-16,4055,99,PULH,1600GLA090,Cheltenham__Clarence_Parade_arrival,160000641,Gloucester__Transport_Hub_arrival,2026-07-16T19:05:00+00:00,-2.078002,51.899593,-,80794,450128,-
